CODIGO_CVM;DENOMINACAO_SOCIAL;DENOMINACAO_COMERCIAL;SETOR_ATIVIDADE;CNPJ;DATA_REGISTRO;DATA_CONSTITUICAO;DATA_CANCELAMENTO;MOTIVO_CANCELAMENTO;SITUACAO_REGISTRO
4260;CIMENTO ITAU DE CORUMBA SA;CIMENTO ITAU CORUMBA;EXTRAÇÃO MINERAL;3372786000166;1971-07-23;;1988-03-11;ELISÃO POR INCORPORAÇÃO;CANCELADA
13609;CIMENTO MAUA SA;CIMENTO MAUA SA;EXTRAÇÃO MINERAL;33815580000124;1989-11-13;;1997-12-23;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
4278;CIMENTO PORTLAND M GROSSO SA;CIMENTO MATO GROSSO;EXTRAÇÃO MINERAL;3478054000155;1968-06-05;;1995-06-14;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
4286;CIMENTO SANTA RITA SA;CIMENTO SANTA RITA;EXTRAÇÃO MINERAL;49870397000161;1952-06-04;;1990-07-24;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
4294;CIMENTO TOCANTINS SA;CIMENTO TOCANTINS;EXTRAÇÃO MINERAL;65557000100;1970-03-23;;1993-04-23;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
4308;CIMENTO TUPI SA;CIMENTO TUPI SA;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;33039223000111;1983-04-14;;1990-11-28;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
22829;CIMENTO TUPI SA;CIMENTO TUPI SA;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;33039223000111;2012-06-13;1949-04-13;;;ATIVO
4324;CIMETAL SIDERURGIA SA - EM LIQUIDAÇÃO;.;METALURGIA E SIDERURGIA;17379827000150;1972-01-27;;2005-04-12;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
11908;CIMINAS  CIMENTO NAC MINAS SA;CIMINAS;EXTRAÇÃO MINERAL;60869336000117;1984-05-31;;1992-11-18;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
6513;CIMOB PARTICIPAÇÕES SA;CIMOB;EMP. ADM. PARTICIPAÇÕES - CONSTRUÇÃO CIVIL, MAT. CONSTR. E DECORAÇÃO;34177279000103;1977-07-20;1972-01-01;2012-07-09;Cancelamento de ofício - IN CVM 480/09;CANCELADA
14818;CIMS SA;CIMS SA;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;272185000193;1995-03-14;1994-10-21;;;ATIVO
23965;CINESYSTEM S.A.;CINESYSTEM S.A.;BRINQUEDOS E LAZER;7437016000105;2016-07-20;2005-05-24;;;ATIVO
4332;CIPA CIA INDL PRODS ALIM;CIPA;ALIMENTOS;7126899000132;1982-11-23;;1991-07-19;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
13900;CIPLA SA;CIPLA;COMÉRCIO (ATACADO E VAREJO);82166711000103;1991-10-14;1990-08-22;2010-01-04;Cancelamento de ofício - IN CVM 480/09;CANCELADA
4340;CIQUINE CIA INDS QUIMS DO NE;CIQUINE QUIMICA;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;15106693000179;1969-01-22;;1990-06-20;ELISÃO POR INCORPORAÇÃO;CANCELADA
7056;CIRCULO S/A;LINHAS CIRCULO;TEXTIL E VESTUÁRIO;84043009000170;1983-04-15;;2004-05-26;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
16721;CITI CP MERCANTIL SA;CITI CP;SERVICOS DIVERSOS;31918584000102;1997-12-16;1988-01-01;2002-10-29;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
4383;CITIBANK LEASING S.A. - ARREND.MERCANTIL;CITIBANK LEASING;ARRENDAMENTO MERCANTIL;34112128000169;1983-04-14;1976-07-30;2004-05-19;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
21270;CITIBANK LEASING S.A. - ARREND.MERCANTIL;CITIBANK LEASING;ARRENDAMENTO MERCANTIL;34112128000169;2008-01-03;1976-04-30;2010-03-30;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
4391;CITROBRASIL SA;CITROBRASIL;COMÉRCIO (ATACADO E VAREJO);60867843000111;1977-07-20;;1988-02-23;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
18490;CLARION S/A AGROINDUSTRIAL;CLARION;AGRICULTURA (AÇUCAR, ALCOOL E CANA);24956666000186;1999-11-26;1988-10-12;2014-12-18;Cancelamento de ofício - IN CVM 480/09;CANCELADA
23531;CLARO TELECOM PARTICIPAÇÕES S.A.;CLARO TELECOM PARTICIPAÇÕES S.A.;EMP. ADM. PARTICIPAÇÕES - TELECOMUNICAÇÕES;7043628000113;2014-12-05;2004-09-27;;;ATIVO
4413;CLIMAX INDUSTRIA E COMERCIO SA;CLIMAX;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;60882610000198;1969-09-17;;1992-12-29;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
18449;CLINICA MÉDICA VITA S.A;VITA-CBI;SERVIÇOS MÉDICOS;3016682000119;1999-09-21;1999-02-22;2006-10-20;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
14982;CLUBEPAR SA;CLUBEPAR;EMP. ADM. PARTICIPAÇÕES;484920000122;1995-08-07;1995-02-07;2003-10-31;ELISÃO POR EXTINÇÃO DA CIA;CANCELADA
13323;CMA PARTICIPAÇÕES SA;CMA PARTICIPACOES SA;EMP. ADM. PARTICIPAÇÕES;31959356000180;1988-06-24;;2005-05-17;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
12890;CMP CIA DE MINERACAO E PART;CMP;EMP. ADM. PARTICIPAÇÕES;29116951000102;1986-07-12;;1992-08-04;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
12882;CNV CIA NACIONAL DO VESTUARIO;CNV;TEXTIL E VESTUÁRIO;6571822000109;1986-07-02;;2007-02-14;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
19089;COARI PARTICIPAÇÕES SA;COARI PARTICIPAÇÕES S.A.;TELECOMUNICAÇÕES;4030087000109;2001-10-29;2000-07-31;2012-02-27;ELISÃO POR INCORPORAÇÃO;CANCELADA
4430;COBRASFER SA;COBRASFER;COMÉRCIO (ATACADO E VAREJO);61576385000124;1973-10-02;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
4448;COBRASMA SA;COBRASMA S/A;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;61080313000191;1979-12-12;1944-09-19;;;ATIVO
15237;CODUNAS SA;CODUNAS;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;826535000116;1995-12-12;1995-08-22;2006-09-01;ELISÃO POR LIQUIDAÇÃO;CANCELADA
4464;COEMP COMERCIO E EMPREEND SA;COEMP;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;17174418000118;1977-07-20;;1993-12-14;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
4472;COEST CONSTRUTORA SA;COEST;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;61104717000178;1977-07-20;1966-07-15;2010-01-04;Cancelamento de ofício - IN CVM 480/09;CANCELADA
4480;COFAP CIA FABRICADORA PECAS;COFAP;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;57500001000112;1977-07-20;;2002-04-19;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
7552;COINVEST CIA. DE INV. INTERLAGOS;COINVEST CIA.DE INVESTIMENTOS INTERLAGOS;METALURGIA E SIDERURGIA;61460762000165;1969-09-05;;2003-11-27;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
4499;COIRG CIA INDUSTRIAL RIOGRANDENSE NORTE;COIRG;ALIMENTOS;8331753000191;1977-07-20;;2004-09-21;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
12459;COLDEX FRIGOR SA;COLDEX FRIGOR;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;61189601000189;1985-10-11;;2001-11-01;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
4502;COLMEIA SA IND.PAULISTA RAD.;COLMEIA;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;61565552000131;1977-07-20;;1994-03-03;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
13510;COLUMBIA PARTICIPACOES SA;COLUMBIA;EMP. ADM. PARTICIPAÇÕES;47309463000101;1989-06-07;;1992-11-10;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
4375;COMERCIAL IMPORTADORA SA;CISA;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;17177973000101;1977-07-20;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
15652;COMERCIAL QUINTELLA COM EXP SA EM LIQUIDAÇÃO;QUINTELLA;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;994533000136;1996-07-18;1996-05-20;;;ATIVO
4545;COMERCIO E INDUSTRIA INDUCO SA;INDUCO;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;33078262000128;1972-07-04;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
4570;COMIND BANCO INVESTIMENTO SA;BCO COMIND INV;BANCOS;60394939000100;1969-10-03;;1992-03-13;ELISÃO POR INCORPORAÇÃO;CANCELADA
12173;COMIND LEASING SA ARR MERC;COMIND LEASING;ARRENDAMENTO MERCANTIL;47184932000103;1985-01-04;;1993-01-12;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
1058;COMIND PARTICIPACOES SA;COMIND;EMP. ADM. PARTICIPAÇÕES - INTERMEDIAÇÃO FINANCEIRA;61364022000125;1969-09-18;;2006-03-21;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
4553;COMIND SA;COMIND;EMP. ADM. PARTICIPAÇÕES;61364345000119;1982-12-27;;1993-01-21;CANCELAMENTO OFICIO COM BASE INSTR. CVM 29/84;CANCELADA
4561;COMIND SA SERV TEC PROC DADOS;COMIND SERV TECNICOS;COMUNICAÇÃO E INFORMÁTICA;61181251000104;1981-10-28;;1992-03-18;ELISÃO POR INCORPORAÇÃO;CANCELADA
4634;COMMANDER SA;CONDUGEL;METALURGIA E SIDERURGIA;62297502000183;1980-12-30;;1991-07-09;ELISÃO POR INCORPORAÇÃO;CANCELADA
2720;COMPANHIA  AMAZÔNIA TÊXTIL DE  ANIAGEM;CATA;TEXTIL E VESTUÁRIO;4896759000155;1975-12-09;;2001-04-16;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
2763;COMPANHIA  ELDORADO DE HOTEIS;HOTEIS ELDORADO;HOSPEDAGEM E TURISMO;62791116000143;1972-11-21;1970-04-10;2007-07-19;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
3654;COMPANHIA  MELHORAMENTOS DE SÃO PAULO;MELHORAMENTOS;EMP. ADM. PARTICIPAÇÕES - PAPEL E CELULOSE;60730348000166;1977-07-20;1967-11-30;;;ATIVO
14117;COMPANHIA  SIDERÚRGICA  DE  TUBARÃO;COMPANHIA SIDERÚRGICA DE TUBARÃO;METALURGIA E SIDERURGIA;27251974000102;1993-03-11;;2006-03-06;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
22870;COMPANHIA AURIFERA BRASILEIRA SA;COMPANHIA AURIFERA BRASILEIRA SA;EMP. ADM. PARTICIPAÇÕES - EXTRAÇÃO MINERAL;12078880000106;2012-08-03;2010-05-19;;;ATIVO
2755;COMPANHIA BRASILEIRA DE BEBIDAS ( Atual demominação  social da Cia Antarctica Paulista IBBC);ANTARCTICA PAULISTA;BEBIDAS E FUMO;60522000000183;1970-03-06;;2000-01-18;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
13315;COMPANHIA BRASILEIRA DE CARTUCHOS - CBC;COMPANHIA BRASILEIRA DE CARTUCHOS - CBC;METALURGIA E SIDERURGIA;57494031000163;1988-06-15;1926-03-26;2007-11-14;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
14826;COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO;PÃO DE AÇÚCAR;COMÉRCIO (ATACADO E VAREJO);47508411000156;1995-04-04;1981-11-11;;;ATIVO
23949;COMPANHIA CARIOCA DE SECURITIZAÇÃO;COMPANHIA CARIOCA DE SECURITIZAÇÃO S.A. - RIO SECURITIZAÇÃO;SECURITIZAÇÃO DE RECEBÍVEIS;22983283000171;2016-06-27;2015-06-30;;;ATIVO
21393;COMPANHIA CELG DE PARTICIPAÇÕES;CELGPAR;EMP. ADM. PARTICIPAÇÕES - ENERGIA ELÉTRICA;8560444000193;2008-03-14;2006-12-04;;;ATIVO
2933;COMPANHIA CIMENTO PORTLAND ITAU;FABRICAÇÃO DE CIMENTO PORTLAND;EXTRAÇÃO MINERAL;24030025000104;1939-07-11;1937-03-10;2004-05-21;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
18546;COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ;CAGECE;SANEAMENTO E SERVIÇOS DE ÁGUA E GÁS;7040108000157;2000-01-19;1971-07-21;;;ATIVO
22403;COMPANHIA DE ÁGUAS DO BRASIL - CAB AMBIENTAL;COMPANHIA DE AGUAS DO BRASIL - CAB AMBIENTAL;SANEAMENTO E SERVIÇOS DE ÁGUA E GÁS;8159965000133;2011-02-21;2006-06-26;2011-03-23;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
23175;COMPANHIA DE ÁGUAS DO BRASIL - CAB AMBIENTAL;COMPANHIA DE AGUAS DO BRASIL - CAB AMBIENTAL;SANEAMENTO E SERVIÇOS DE ÁGUA E GÁS;8159965000133;2013-05-13;2006-06-26;;;ATIVO
18112;COMPANHIA DE BEBIDAS DAS AMÉRICAS-AMBEV;AMBEV;BEBIDAS E FUMO;2808708000107;1998-12-17;1998-09-14;2013-12-12;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
22993;COMPANHIA DE CRÉDITO FINANCIAMENTO E INVESTIMENTO RCI BRASIL;COMPANHIA DE CREDITO FINANCIAMENTO E INVESTIMENTO RCI BRAISL;BANCOS;61784278000191;2012-11-27;1967-04-17;2016-01-29;INCORPORAÇÃO;CANCELADA
14125;COMPANHIA DE EMBALAGENS METÁLICAS - MMSA;COMPANHIA DE EMBALAGENS METÁLICAS - MMSA;METALURGIA E SIDERURGIA;47189014000169;1993-05-29;;2006-02-20;ELISÃO POR TRANSFORMAÇÃO;CANCELADA
3077;COMPANHIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA;CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA;TEXTIL E VESTUÁRIO;17245234000100;1969-08-11;02/04/1883;;;ATIVO
15636;COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS;COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS;EMP. ADM. PARTICIPAÇÕES - SANEAMENTO,SERV. AGUA E GÁS;61856571000117;1996-07-03;1968-11-11;;;ATIVO
15415;COMPANHIA DE INVESTIMENTOS PARTICIPAR;PARTICIPAR;EMP. ADM. PARTICIPAÇÕES;1028049000115;1996-02-28;1996-01-11;2001-08-20;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
22691;COMPANHIA DE LOCAÇÃO DAS AMERICAS;LOCAMERICA;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;10215988000160;2011-12-30;2008-07-18;;;ATIVO
16454;COMPANHIA DE PARTICIPAÇÕES ALPHA;ALPHA;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;1996119000129;1997-09-16;1997-01-01;2008-11-27;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
19445;COMPANHIA DE SANEAMENTO DE MINAS GERAIS;COPASA MG;SANEAMENTO E SERVIÇOS DE ÁGUA E GÁS;17281106000103;2003-09-17;1963-07-05;;;ATIVO
23809;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;SANEAMENTO E SERVIÇOS DE ÁGUA E GÁS;25089509000183;2015-12-21;1989-04-25;;;ATIVO
14451;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA;ENERGIA ELÉTRICA;70698000111;1994-07-04;1968-12-16;;;ATIVO
16608;COMPANHIA ENERGÉTICA DO MARANHÃO CEMAR;CEMAR;ENERGIA ELÉTRICA;6272793000184;1997-11-13;1965-12-31;;;ATIVO
23124;COMPANHIA FERRÍFERA BRASILEIRA S.A.;COMPANHIA FERRÍFERA BRASILEIRA S.A.;EMP. ADM. PARTICIPAÇÕES - EXTRAÇÃO MINERAL;12646054000108;2013-03-26;2010-04-15;2016-01-07;Cancelamento de ofício - IN CVM 480/09;CANCELADA
3263;COMPANHIA FLUMINENSE DE REFRIGERANTES;COCA COLA;BEBIDAS E FUMO;31456338000186;1972-07-27;1949-01-07;2006-01-06;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
3395;COMPANHIA INDUSTRIAL CATAGUASES;COMPANHIA INDUSTRIAL CATAGUASES;TEXTIL E VESTUÁRIO;19526748000150;1973-12-19;1936-11-12;;;ATIVO
21709;COMPANHIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES;CMAA;AGRICULTURA (AÇUCAR, ALCOOL E CANA);8493364000162;2009-03-04;2006-12-01;;;ATIVO
12130;COMPANHIA PARAIBUNA DE METAIS;PARAIBUNA;METALURGIA E SIDERURGIA;42416651000107;1984-12-12;;2002-12-09;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
14311;COMPANHIA PARANAENSE DE ENERGIA;COPEL;ENERGIA ELÉTRICA;76483817000120;1994-04-04;1954-10-26;;;ATIVO
23914;COMPANHIA PARANAENSE DE SECURITIZAÇÃO - PRSEC;COMPANHIA PARANAENSE DE SECURITIZAÇÃO - PRSEC;SECURITIZAÇÃO DE RECEBÍVEIS;23043212000151;2016-04-29;2015-07-16;;;ATIVO
3824;COMPANHIA PAULISTA DE FORCA LUZ - CPFL;CPFL;ENERGIA ELÉTRICA;33050196000188;1969-08-19;1912-01-01;;;ATIVO
22080;COMPANHIA PAULISTA DE SECURITIZAÇÃO;COMPANHIA PAULISTA DE SECURITIZAÇÃO;SECURITIZAÇÃO DE RECEBÍVEIS;11274829000107;2010-07-20;2009-10-15;;;ATIVO
3808;COMPANHIA PAULISTA FERRO LIGAS;FERRO LIGAS;METALURGIA E SIDERURGIA;57487142000142;1973-03-28;;2002-12-23;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
20974;COMPANHIA PROVIDENCIA IND E COMERCIO;COMPANHIA PROVIDENCIA;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;76500180000132;2007-07-25;2005-01-01;2015-12-28;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
18317;COMPANHIA SIDERÚRGICA PAULISTA - COSIPA;COSIPA;METALURGIA E SIDERURGIA;2790893000141;1999-06-14;1999-01-29;2005-04-05;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
4065;COMPANHIA SUZANO DE PAPEL E CELULOSE;SUZANO;PAPEL E CELULOSE;60651726000116;1977-07-20;1923-01-01;2004-06-30;INCORPORAÇÃO;CANCELADA
3298;COMPANHIIA HABITASUL DE PARTICIPAÇÕES;CIA HABITASUL DE PARTICIPAÇÕES;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;87762563000103;1982-04-19;1981-09-28;;;ATIVO
14990;COMPAQ FINANCIAL SERVICES ARREND MERC SA;COMPAQ FINANCIAL SERVICES ARRENDAMENTO MERCANTIL;ARRENDAMENTO MERCANTIL;97406706000190;1995-08-11;1994-01-01;2004-04-22;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
4588;COMPAR CIA PAR REFRIGERANTES;COMPAR;BEBIDAS E FUMO;4928297000100;1977-07-20;;1993-02-03;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
4596;COMPESCA CIA BRAS DE PESCA - EM LIQUIDAÇÃO;COMPESCA;PESCA;61231155000123;1977-07-20;1966-06-14;;;ATIVO
14230;COMPUGRAF TECNOL. E SISTEMA SA;COMPRUGRAF;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;54540448000127;1993-11-24;;1998-09-25;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
23515;CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;15578569000106;2014-10-24;2012-05-08;;;ATIVO
23868;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;18572225000188;2016-02-19;2015-12-14;;;ATIVO
17590;CONCES DA ROD OSÓRIO-POA S/A - CONCEPA;CONCES DA ROD OSORIO-POA S/A - CONCEPA;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;1654604000114;1998-08-11;1998-08-11;;;ATIVO
16810;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;METRÔ RIO;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;2327817000102;1998-01-23;1998-01-22;2009-11-30;ELISÃO POR INCORPORAÇÃO;CANCELADA
22144;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA;METRÔRIO;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;10324624000118;2010-09-20;2008-08-20;;;ATIVO
22268;CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART;CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;10531501000158;2010-11-22;2008-11-12;;;ATIVO
23892;CONCESSIONÁRIA BR-040 S.A.;CONCESSIONÁRIA BR-040 S.A.;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;19726048000100;2016-03-18;2015-12-16;;;ATIVO
22411;CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS;CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;10841050000155;2011-02-22;2009-04-27;;;ATIVO
23833;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;EMP. ADM. PARTICIPAÇÕES - SERVIÇOS TRANSPORTE E LOGÍSTICA;19642306000170;2016-02-03;2014-01-21;;;ATIVO
21849;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;INTERVIAS;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;3207703000183;2009-11-27;1999-05-28;;;ATIVO
21024;CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA;CONC ROD DO OESTE DE S.PAULO-VIAOESTE SA;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;2415408000150;2007-07-27;1998-03-04;;;ATIVO
23884;CONCESSIONÁRIA DE RODOVIAS MINAS GERAIS GOIÁS S.A.;CONCESSIONÁRIA DE RODOVIAS MINAS GERAIS S.A.;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;19208022000170;2016-03-02;2013-10-28;;;ATIVO
20192;CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.;CONCESSIONÁRIA SO SISTEMA ANHANGUERA BANDEIRANTES S/A;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;2451848000162;2006-07-19;1998-05-01;;;ATIVO
20397;CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA;ECOVIAS DOS IMIGRANTES;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;2509491000126;2006-12-18;1998-05-01;;;ATIVO
19208;CONCESSIONARIA RIO-TERESOPOLIS SA;CRT SA;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;938574000105;2001-12-26;1995-11-07;;;ATIVO
19577;CONCESSIONÁRIA RODOVIA PRESIDENTE DUTRA S/A;NOVADUTRA;EMP. ADM. PARTICIPAÇÕES - SERVIÇOS TRANSPORTE E LOGÍSTICA;861626000192;2004-08-16;1995-10-31;;;ATIVO
22721;CONCESSIONARIA RODOVIAS TIETE SA;CONCESSIONARIA RODOVIAS TIETE SA;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;10678505000163;2012-02-09;2009-02-19;;;ATIVO
22071;CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A;CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;10647979000148;2010-06-30;2009-02-09;;;ATIVO
23922;CONCESSIONÁRIA ROTA DO OESTE S.A.;CONCESSIONÁRIA ROTA DO OESTE S.A.;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;19521322000104;2016-06-07;2013-12-27;;;ATIVO
4600;CONCIC ENGENHARIA SA;CONCIC;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;15103039000101;1979-11-20;;1998-08-07;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
4618;CONCRETEX SA;CONCRETEX;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;60883824000189;1972-08-09;;1993-09-17;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
15660;CONDOMINIUM VILLAGE SA;CONDOMINIUM VILLAGE;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;1284807000166;1996-08-16;1996-05-29;2007-01-09;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
19054;CONEPAR PETROQUIMICA SA;CONEPAR;EMP. ADM. PARTICIPAÇÕES;4088846000186;2001-10-08;2000-09-29;2002-12-18;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
4650;CONFAB INDUSTRIAL SA;TENARISCONFAB;METALURGIA E SIDERURGIA;60882628000190;1980-08-21;1942-04-17;2012-05-11;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
4677;CONFORJA SA CONEXOES DE ACO;CONFORJA;METALURGIA E SIDERURGIA;59106484000109;1981-12-17;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
15563;CONOVER TRADING SA;CONOVER;COMÉRCIO EXTERIOR;1123176000101;1996-05-17;;1999-04-23;ELISÃO POR INCORPORAÇÃO;CANCELADA
